idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
1248	Setur jafnréttismálin sem skilyrði	setur jafnréttismálin sem skilyrði	C O O O	setur jafnréttismálin sem skilyrði	C O O O
1249	Talar þú ensku ?	talar þú ensku	C O O	talar þú ensku	C O O
1250	En enginn segir neitt .	en enginn segir neitt	O O C O	en enginn neitt segir	O O O F
1251	Blokkaríbúðir Stapa standa enn ónotaðar	blokkaríbúðir stapa standa enn ónotaðar	O O O O C	blokkaríbúðir stapa enn ónotaðar standa	O O O O C
1252	Veitingastaður rukkar 11.900 fyrir grásleppu	veitingastaður rukkar 11.900 fyrir grásleppu	O C O O O	veitingastaður 11.900 rukkar fyrir grásleppu	O O F O O
1253	Eldurinn breiðist út .	eldurinn breiðist út	O C O	eldurinn breiðist út	O C O
1254	Það er ótrúlegt .	það er ótrúlegt	O C O	það er ótrúlegt	O C O
1255	Þeir fremja 90 prósent allra manndrápa í Bandaríkjunum og eru 77 prósent fórnarlamba manndrápa .	þeir fremja 90 prósent allra manndrápa í bandaríkjunum og eru 77 prósent fórnarlamba manndrápa	O C O O O O O O O C O O O O	þeir fremja 90 prósent allra manndrápa í bandaríkjunum og 77 prósent fórnarlamba manndrápa eru	O C O O O O O O O O O O O F
1256	Að eiga mann eins og Þórð í Skógum eru ómetanleg verðmæti fyrir íslenska þjóð .	að eiga mann eins og þórð í skógum eru ómetanleg verðmæti fyrir íslenska þjóð	O C O O O O O O C O O O O O	að eiga mann eins og þórð í skógum ómetanleg verðmæti eru fyrir íslenska þjóð	O C O O O O O O O O F O O O
1257	Næstur inn þar er repúblikani sem þýðir að staða demókrataflokksins yrði veikari fyrir vikið .	næstur inn þar er repúblikani sem þýðir að staða demókrataflokksins yrði veikari fyrir vikið	O O O C O O C O O O O O O C	næstur inn þar er repúblikani sem að staða demókrataflokksins þýðir veikari fyrir vikið yrði	O O O C O O O O O F O O O C
1258	Hefur margfaldast í verði frá því að ráðherrann fyrrverandi keypti það ásamt eiginmanni sínum .	hefur margfaldast í verði frá því að ráðherrann fyrrverandi keypti það ásamt eiginmanni sínum	C C O O O O O O O C O O O O	í verði frá margfaldast því hefur að ráðherrann fyrrverandi það ásamt eiginmanni sínum keypti	O O O F O F O O O O O O O F
1259	Sá gamli hefur trúlega verið ánægður með nokkrar tæklingar sem Ísey sýnir í myndinni .	sá gamli hefur trúlega verið ánægður með nokkrar tæklingar sem ísey sýnir í myndinni	O O C O C O O O O O O C O O	sá verið gamli trúlega hefur ánægður með nokkrar tæklingar sem ísey sýnir í myndinni	O F O O F O O O O O O C O O
1260	Magnús býr nú á nýrri heilabilunardeild á Hraunbúðum , dvalarheimili aldraðra , í Vestmannaeyjum .	magnús býr nú á nýrri heilabilunardeild á hraunbúðum dvalarheimili aldraðra í vestmannaeyjum	O C O O O O O O O O O O	magnús býr nú á nýrri heilabilunardeild á hraunbúðum dvalarheimili aldraðra í vestmannaeyjum	O C O O O O O O O O O O
1261	Hann segir að vegna samkeppni Icelandair við erlend flugfélög geti Icelandair ekki hækkað fargjöldin .	hann segir að vegna samkeppni icelandair við erlend flugfélög geti icelandair ekki hækkað fargjöldin	O C O O O O O O O C O O C O	hann segir að geti vegna samkeppni icelandair hækkað við erlend flugfélög icelandair ekki fargjöldin	O C O F O O O F O O O O O O
1262	Þeim fylgdi rannsókn sem meðal annars notaðist við húsleitir og símhlustanir að sögn Ólafs .	þeim fylgdi rannsókn sem meðal annars notaðist við húsleitir og símhlustanir að sögn ólafs	O C O O O O C O O O O O O O	þeim rannsókn fylgdi sem meðal annars notaðist við húsleitir og símhlustanir að sögn ólafs	O O F O O O C O O O O O O O
1263	Hönnuðurinn Adrian Newey sem starfar hjá Red Bull er talinn sá færasti í faginu .	hönnuðurinn adrian newey sem starfar hjá red bull er talinn sá færasti í faginu	O O O C C O O O O O C O O O	hönnuðurinn er adrian newey sá talinn færasti í faginu sem starfar hjá red bull	O F O O O F O O O O C O O O
1264	Juppé vill fara varlegar í sakirnar og talar um fækkun starfa um 250 þúsund .	juppé vill fara varlegar í sakirnar og talar um fækkun starfa um 250 þúsund	O C C O O O O C O O O O O O	juppé vill fara varlegar í sakirnar og talar um fækkun starfa um 250 þúsund	O C C O O O O C O O O O O O
1265	Skólajógúrtin var tekin í gegn árið 2014 , en þá var sykurinn tekinn niður um 30% í bragðbættu tegundunum auk þess sem kynnt var ný hrein tegund .	skólajógúrtin var tekin í gegn árið 2014 en þá var sykurinn tekinn niður um 30% í bragðbættu tegundunum auk þess sem kynnt var ný hrein tegund	O C C O O O O O O C O C O O O O O O O O O C C O O O	skólajógúrtin tekin í gegn var árið 2014 en þá tekinn sykurinn niður um 30% í bragðbættu tegundunum var auk þess sem kynnt var ný hrein tegund	O F O O F O O O O F O O O O O O O F O O O C C O O O
1266	Jóhannes Karl Sveinsson sagði í sjónvarpsfréttum RÚV í kvöld að það breytti mjög miklu að þetta væri ekki lengur skýrsla meirihluta fjárlaganefndar heldur eingöngu skýrsla Vigdísar Hauksdóttur .	jóhannes karl sveinsson sagði í sjónvarpsfréttum rúv í kvöld að það breytti mjög miklu að þetta væri ekki lengur skýrsla meirihluta fjárlaganefndar heldur eingöngu skýrsla vigdísar hauksdóttur	O O O C O O O O O O O C O O O O C O O O O O O O O O O	jóhannes karl sveinsson sagði í sjónvarpsfréttum rúv í kvöld að það mjög miklu að þetta breytti væri ekki lengur skýrsla meirihluta fjárlaganefndar heldur eingöngu skýrsla vigdísar hauksdóttur	O O O C O O O O O O O O O O O F C O O O O O O O O O O
1267	Herdís vill að reglugerðin nái einnig til hoppukastala enda sé vel þekkt að börn geti slasast við leik í slíkum leiktækjum , sé fyllsta öryggis ekki gætt .	herdís vill að reglugerðin nái einnig til hoppukastala enda sé vel þekkt að börn geti slasast við leik í slíkum leiktækjum sé fyllsta öryggis ekki gætt	O C O O C O O O O C O C O O C C O O O O O C O O O C	herdís vill að reglugerðin nái einnig til hoppukastala enda þekkt vel sé að börn við leik í slíkum leiktækjum slasast geti sé fyllsta öryggis ekki gætt	O C O O C O O O O F O F O O O O O O O F F C O O O C
1268	Fram kom að dómnefnd teldi tillöguna hafa það fram yfir aðrar að hún einkenndist af skilningi á þörfum starfseminnar og leysti kröfur samkeppnislýsingar um rýmisskipan afar vel .	fram kom að dómnefnd teldi tillöguna hafa það fram yfir aðrar að hún einkenndist af skilningi á þörfum starfseminnar og leysti kröfur samkeppnislýsingar um rýmisskipan afar vel	O C O O C O C O O O O O O C O O O O O O C O O O O O O	fram kom að dómnefnd teldi tillöguna það hafa fram yfir aðrar að hún af skilningi á þörfum starfseminnar og einkenndist leysti kröfur samkeppnislýsingar um rýmisskipan afar vel	O C O O C O O F O O O O O O O O O O O F C O O O O O O
1269	Ég stofnaði sprotafyrirtæki undir nafninu Monstri ehf. þar sem ekki einungis fer fram hönnun og framleiðsla á skrímslunum heldur erum við nú einnig komin í bókaútgáfu .	ég stofnaði sprotafyrirtæki undir nafninu monstri ehf. þar sem ekki einungis fer fram hönnun og framleiðsla á skrímslunum heldur erum við nú einnig komin í bókaútgáfu	O C O O O O O O O O O C O O O O O O O C O O O C O O	ég sprotafyrirtæki stofnaði undir nafninu monstri ehf. þar sem ekki einungis fram hönnun og framleiðsla á skrímslunum heldur fer komin við nú einnig í bókaútgáfu erum	O O F O O O O O O O O O O O O O O O F F O O O O O F
1270	Alcoa Fjarðaál vinnur nú að því að reyna að selja vinnuskúra sem enn eru á framkvæmdasvæði fyrirtækisins á Reyðarfirði , tólf árum eftir að álverið hóf framleiðslu .	alcoa fjarðaál vinnur nú að því að reyna að selja vinnuskúra sem enn eru á framkvæmdasvæði fyrirtækisins á reyðarfirði tólf árum eftir að álverið hóf framleiðslu	O O C O O O O C O C O O O C O O O O O O O O O O C O	alcoa fjarðaál vinnur nú að því að reyna að selja vinnuskúra sem eru enn á framkvæmdasvæði fyrirtækisins á reyðarfirði tólf árum eftir að álverið hóf framleiðslu	O O C O O O O C O C O O F O O O O O O O O O O O C O
1271	Það umhverfi er mun nær því sem gerist úti í hinu frjálsa samfélagi og flestir vilja talsvert til þess vinna að komast í þessi pláss .	það umhverfi er mun nær því sem gerist úti í hinu frjálsa samfélagi og flestir vilja talsvert til þess vinna að komast í þessi pláss	O O C O O O O O C O O O O O O C O O O C O C O O O	það umhverfi mun nær því og er sem úti í hinu frjálsa samfélagi gerist flestir vilja talsvert til þess vinna að í þessi pláss komast	O O O O O O F O O O O O O F O C O O O C O O O O F
1272	Ríkisstjórn Póllands hefur lagt fram frumvarp til laga þar sem kveðið er á um að konur geti aðeins farið í fóstureyðingu ef líf móður sé í húfi .	ríkisstjórn póllands hefur lagt fram frumvarp til laga þar sem kveðið er á um að konur geti aðeins farið í fóstureyðingu ef líf móður sé í húfi	O O C C O O O O O O C C O O O O C O C O O O O O C O O	ríkisstjórn póllands lagt hefur fram frumvarp til laga þar sem kveðið er á um geti að konur aðeins í fóstureyðingu ef líf móður í sé farið húfi	O O F F O O O O O O C C O O F O O O O O O O O O C F O
1273	Vert er að taka fram að vegna stöðu sinnar er Hlaing ef til vill valdameiri en Suu Kyi en herinn fær um fjórðung þingsæta og valdamikil ráðuneyti .	vert er að taka fram að vegna stöðu sinnar er hlaing ef til vill valdameiri en suu kyi en herinn fær um fjórðung þingsæta og valdamikil ráðuneyti	O C O O C O O O O O C O O O O O O O O O C O O O O O O	vert er en að er fram að vegna stöðu sinnar hlaing ef til vill taka valdameiri en suu kyi herinn fær um fjórðung þingsæta og valdamikil ráðuneyti	O C O O F O O O O O O O O O F O O O O O C O O O O O O
1274	Skóli án aðgreiningar er byggður hugmyndum um jafnræði og réttlæti en ekki á því að allir séu á sama stað á sama tíma að gera það sama .	skóli án aðgreiningar er byggður hugmyndum um jafnræði og réttlæti en ekki á því að allir séu á sama stað á sama tíma að gera það sama	O O O C C O O O O O O O O O O O C O O O O O O O C O O	skóli án aðgreiningar er byggður hugmyndum um jafnræði og réttlæti en ekki á því að allir á sama stað á sama séu tíma gera að það sama	O O O C C O O O O O O O O O O O O O O O O F O F O O O
1275	Þeir sem ná gáfnaprófinu eru teknir í viðtal og gangast síðan undir persónuleikapróf .	þeir sem ná gáfnaprófinu eru teknir í viðtal og gangast síðan undir persónuleikapróf	O C C O O O O C O C O O O	þeir eru teknir í viðtal og ná sem gáfnaprófinu síðan undir persónuleikapróf gangast	O C C O O O F O O O O O F
1276	Í hinum undanúrslitaleiknum vann Valur 2 — 1 sigur á Þór/KA .	í hinum undanúrslitaleiknum vann valur 2 — 1 sigur á þór/ka	O O O C O O O O O O O	í hinum undanúrslitaleiknum vann valur 2 — 1 sigur á þór/ka	O O O C O O O O O O O
1277	Trump er þó í allt annarri stöðu en aðrir forsetar síðustu 40 ára .	trump er þó í allt annarri stöðu en aðrir forsetar síðustu 40 ára	O C O O O O O O O O O O O	trump þó í allt annarri stöðu er en aðrir forsetar síðustu 40 ára	O O O O O O F O O O O O O
1278	Í neyð sinni reika þessar ógnvænlegu skepnur því um stræti smábæjarins Belúsja Gúba .	í neyð sinni reika þessar ógnvænlegu skepnur því um stræti smábæjarins belúsja gúba	O O O C O O O O O O O O O	í neyð sinni reika þessar ógnvænlegu skepnur því um stræti smábæjarins belúsja gúba	O O O C O O O O O O O O O
1279	Það eru fjölmörg atriði sem við sem samfélag getum gert til breyta hlutunum .	það eru fjölmörg atriði sem við sem samfélag getum gert til breyta hlutunum	O C O O O O O O C C O C O	það eru fjölmörg atriði gert sem við sem samfélag getum til breyta hlutunum	O C O O F O O O O F O C O
1280	Það eru til að mynda gæði að geta fylgt skipulagi út í þaula .	það eru til að mynda gæði að geta fylgt skipulagi út í þaula	O C O O O O O C C O O O O	það eru til að mynda gæði að fylgt skipulagi út í þaula geta	O C O O O O O F O O O O F
1281	Þá mæta Oddný Harðardóttir og Óli Björn Kárason , þingmenn Samfylkingarinar og Sjálfstæðisflokksins .	þá mæta oddný harðardóttir og óli björn kárason þingmenn samfylkingarinar og sjálfstæðisflokksins	O C O O O O O O O O O O	þá mæta oddný harðardóttir og óli björn kárason þingmenn samfylkingarinar og sjálfstæðisflokksins	O C O O O O O O O O O O
1282	Starfsfólki var tilkynnt um hópuppsögnina á starfsmannafundi í höfuðstöðvum Airport Associates nú síðdegis .	starfsfólki var tilkynnt um hópuppsögnina á starfsmannafundi í höfuðstöðvum airport associates nú síðdegis	O C C O O O O O O O O O O	starfsfólki um hópuppsögnina var á starfsmannafundi í höfuðstöðvum airport associates nú tilkynnt síðdegis	O O O F O O O O O O O F O
1283	Söngskólinn í Reykjavík skuldar 5,7 milljónir í fasteignagjöld fyrir árin 2014 og 2015 .	söngskólinn í reykjavík skuldar 5,7 milljónir í fasteignagjöld fyrir árin 2014 og 2015	O O O C O O O O O O O O O	söngskólinn í reykjavík skuldar 5,7 milljónir í fasteignagjöld fyrir árin 2014 og 2015	O O O C O O O O O O O O O
1284	Steikið í 10 mínútur á miðlungshita .	steikið í 10 mínútur á miðlungshita	C O O O O O	steikið í 10 mínútur á miðlungshita	C O O O O O
1285	Fyrstu bresku farþegar vetrarins lentir á Akureyri	fyrstu bresku farþegar vetrarins lentir á akureyri	O O O O C O O	fyrstu bresku farþegar vetrarins á akureyri lentir	O O O O O O F
1286	Stefán Rafn og félagar töpuðu gegn PSG	stefán rafn og félagar töpuðu gegn psg	O O O O C O O	stefán rafn og félagar töpuðu gegn psg	O O O O C O O
1287	Því er undirbúningur við dómsmál hafinn .	því er undirbúningur við dómsmál hafinn	O C O O O C	því undirbúningur við dómsmál er hafinn	O O O O F C
1288	Samkvæmt veðurspánni fer kólnandi næstu daga .	samkvæmt veðurspánni fer kólnandi næstu daga	O O C O O C	samkvæmt veðurspánni næstu kólnandi daga fer	O O O F O C
1289	Var það samþykkt með 11 atkvæðum .	var það samþykkt með 11 atkvæðum	C O C O O O	það var samþykkt með 11 atkvæðum	O F C O O O
1290	Vivaldi : Fara nýstárlega leið með vafrasögu	vivaldi fara nýstárlega leið með vafrasögu	O C O O O O	vivaldi fara nýstárlega leið með vafrasögu	O C O O O O
1291	Hinn handtekni er búsettur á Spáni .	hinn handtekni er búsettur á spáni	O O C C O O	hinn handtekni á búsettur spáni er	O O O C O F
1292	Þú ert að njóta okkar bestu kjara	þú ert að njóta okkar bestu kjara	O C O C O O O	þú ert að njóta okkar bestu kjara	O C O C O O O
1293	Við vorum að reyna að útskýra fyrir handverksfólkinu okkar að ef það vandaði sig þá fengi það aðra pöntun .	við vorum að reyna að útskýra fyrir handverksfólkinu okkar að ef það vandaði sig þá fengi það aðra pöntun	O C O C O C O O O O O O C O O O O C O	við að reyna vorum að útskýra fyrir handverksfólkinu okkar að fengi ef þá það aðra pöntun vandaði það sig	O O F F O C O O O O F O O O O O F O O
1294	Ég hef aldrei þorað að tala um þetta og ekki viljað vekja upp slæmar minningar sem tengjast þessum atvikum .	ég hef aldrei þorað að tala um þetta og ekki viljað vekja upp slæmar minningar sem tengjast þessum atvikum	O C O C O O O C O O C C O O O O C O O	ég aldrei þorað og hef ekki að tala um þetta viljað vekja upp slæmar minningar sem tengjast þessum atvikum	O O F O F O O C O O C C O O O O C O O
1295	Nargiza Salimova kom til landsins fyrir rúmum átta mánuðum síðan eftir að hafa ferðast langa leið frá heimalandinu Kirgistan .	nargiza salimova kom til landsins fyrir rúmum átta mánuðum síðan eftir að hafa ferðast langa leið frá heimalandinu kirgistan	O O C O O O O O O O O O C C O O O O O	nargiza salimova til landsins fyrir rúmum kom átta mánuðum síðan eftir að hafa ferðast langa leið frá heimalandinu kirgistan	O O O O O O F O O O O O C C O O O O O
1296	Þá fara 150 milljónir í torg í Þingholtunum , 150 milljónir í endurgerð Tryggvagötu , milli Pósthússtræti og Lækjargötu .	þá fara 150 milljónir í torg í þingholtunum 150 milljónir í endurgerð tryggvagötu milli pósthússtræti og lækjargötu	O C O O O O O O O O O O O O O O O	þá 150 milljónir í torg í þingholtunum 150 milljónir í endurgerð fara tryggvagötu milli pósthússtræti og lækjargötu	O O O O O O O O O O O F O O O O O
1297	Í hópunum eru á bilinu 400 til 1.400 einstaklingar og birtast allt að sextíu auglýsingar í þeim á klukkustund .	í hópunum eru á bilinu 400 til 1.400 einstaklingar og birtast allt að sextíu auglýsingar í þeim á klukkustund	O O C O O O O O O O C O O O O O O O O	í hópunum eru á bilinu 400 til 1.400 einstaklingar og allt að sextíu auglýsingar birtast í þeim á klukkustund	O O C O O O O O O O O O O O F O O O O
1298	Íslenska karlalandsliðið í bandminton vann Lúxemborg í lokaleik liðsins í sínum riðli en Ísland endaði í 2. sæti riðilsins .	íslenska karlalandsliðið í bandminton vann lúxemborg í lokaleik liðsins í sínum riðli en ísland endaði í 2. sæti riðilsins	O O O O C O O O O O O O O O C O O O O	íslenska karlalandsliðið í bandminton lúxemborg í lokaleik liðsins vann í sínum riðli en ísland endaði í 2. sæti riðilsins	O O O O O O O O F O O O O O C O O O O
1299	En barnaverndarnefnd gefur mér ekki beinar upplýsingar en ég tel að það sé þannig , segir Margrét Pála .	en barnaverndarnefnd gefur mér ekki beinar upplýsingar en ég tel að það sé þannig segir margrét pála	O O C O O O O O O C O O C O C O O	en barnaverndarnefnd mér ekki beinar upplýsingar gefur en ég sé að tel það þannig segir margrét pála	O O O O O O F O O F O F O O C O O
1300	Þar leystu hann og frændi hans , Guðmundur Jónsson , af Kaffibrúsakarlana , þá Gísla Rúnar og Júlíus Brjánsson .	þar leystu hann og frændi hans guðmundur jónsson af kaffibrúsakarlana þá gísla rúnar og júlíus brjánsson	O C O O O O O O O O O O O O O O	þar hann leystu og frændi hans guðmundur jónsson af kaffibrúsakarlana þá gísla rúnar og júlíus brjánsson	O O F O O O O O O O O O O O O O
1301	Á dögunum skrifaði maður eftirfarandi á Instagram-síðu hans : Bæði börnin þín hefðu átt að deyja .	á dögunum skrifaði maður eftirfarandi á instagram-síðu hans bæði börnin þín hefðu átt að deyja	O O C O O O O O O O O C C O C	á dögunum skrifaði maður eftirfarandi á instagram-síðu hans átt hefðu bæði börnin þín að deyja	O O C O O O O O F F O O O O C
1302	Ekki er hægt að segja annað en að viðræðurnar þokist áfram , er haft eftir Guðmundi á heimasíðu VM .	ekki er hægt að segja annað en að viðræðurnar þokist áfram er haft eftir guðmundi á heimasíðu vm	O C O O C O O O O C O C O O O O O C	ekki er hægt segja að annað en að viðræðurnar þokist áfram er eftir guðmundi á heimasíðu vm haft	O C O F O O O O O C O C O O O O O C
1303	Sjálfstæðisflokkur , Framsókn , Miðflokkur og Flokkur fólksins ( eða Viðreisn ) eru hins vegar með 35 þingmenn .	sjálfstæðisflokkur framsókn miðflokkur og flokkur fólksins eða viðreisn eru hins vegar með 35 þingmenn	O O O O O O O O C O O O O O	sjálfstæðisflokkur framsókn eru miðflokkur og flokkur fólksins eða viðreisn hins vegar með 35 þingmenn	O O F O O O O O O O O O O O
1304	Þetta væri ekki í frásögu færandi ef Hof hefði ekki látist í síðasta mánuði 72 ára að aldri .	þetta væri ekki í frásögu færandi ef hof hefði ekki látist í síðasta mánuði 72 ára að aldri	O C O O O C O O C O C O O O O O O O	þetta væri ekki í frásögu færandi ef hof ekki í látist síðasta hefði mánuði 72 ára að aldri	O C O O O C O O O O C O F O O O O O
1305	Okkur finnst gaman að dressa okkur upp í bæverska stemmningu , sagði Ásgeir Stefánsson , einn veislugesta .	okkur finnst gaman að dressa okkur upp í bæverska stemmningu sagði ásgeir stefánsson einn veislugesta	O O C O O O O C O C O O O O O	okkur gaman ásgeir sagði stefánsson einn veislugesta finnst að okkur upp dressa í bæverska stemmningu	O O O F O O O C O O O F O O O
1306	Fjölskyldan er eins og hvert annað lið og þessi hegðun væri hvergi talin vís til árangurs .	fjölskyldan er eins og hvert annað lið og þessi hegðun væri hvergi talin vís til árangurs	O C O O O O O O O O C O O O O C	fjölskyldan eins og hvert annað lið og er væri þessi hegðun hvergi vís til árangurs talin	O O O O O O O F F O O O O O O C
1307	Við , starfsmenn Fréttablaðsins og Vísis , mótmælum harðlega óverðskuldaðri uppsögn yfirmanns ljósmyndadeildar 365 , Pjeturs Sigurðssonar .	við starfsmenn fréttablaðsins og vísis mótmælum harðlega óverðskuldaðri uppsögn yfirmanns ljósmyndadeildar 365 pjeturs sigurðssonar	O O O O O C O O O O O O O O	við starfsmenn fréttablaðsins og vísis mótmælum harðlega óverðskuldaðri uppsögn yfirmanns ljósmyndadeildar 365 pjeturs sigurðssonar	O O O O O C O O O O O O O O
1308	Guðni geymdi þó formannsbindið uppi á hóteli á æfingunni í gær og var klár í slaginn í æfingagallanum .	guðni geymdi þó formannsbindið uppi á hóteli á æfingunni í gær og var klár í slaginn í æfingagallanum	O C O O O O O O O O O O C O O O O O	guðni þó formannsbindið uppi á hóteli var á æfingunni í gær og geymdi klár í slaginn í æfingagallanum	O O O O O O F O O O O O F O O O O O
1309	Skil á skattframtölum hljómsveitarmeðlima fyrir árin 2010 – 2014 hafa verið til skoðunar hjá yfirvöldum í nokkur ár .	skil á skattframtölum hljómsveitarmeðlima fyrir árin 2010 – 2014 hafa verið til skoðunar hjá yfirvöldum í nokkur ár	O O O O O O O O O C C O O O O O O O	skil á skattframtölum hljómsveitarmeðlima fyrir árin 2010 – 2014 til skoðunar hjá yfirvöldum í hafa nokkur verið ár	O O O O O O O O O O O O O O F O F O
1310	Suðvesturland : Það er hálka m.a. í Þrengslum og Suðurstrandarvegi en hálkublettir á Hellisheiði og flestum öðrum leiðum .	suðvesturland það er hálka m.a. í þrengslum og suðurstrandarvegi en hálkublettir á hellisheiði og flestum öðrum leiðum	O O C O O O O O O O O O O O O O O	suðvesturland það er hálka m.a. í þrengslum og suðurstrandarvegi en hálkublettir á hellisheiði og flestum öðrum leiðum	O O C O O O O O O O O O O O O O O
1311	Nýliðar Skagamanna hafa verið í miklu stuði á undirbúningstímabilinu og þeir verða mikið í beinni í fyrstu umferðunum .	nýliðar skagamanna hafa verið í miklu stuði á undirbúningstímabilinu og þeir verða mikið í beinni í fyrstu umferðunum	O O C C O O O O O O O C O O O O O O	nýliðar skagamanna hafa verið í miklu stuði á undirbúningstímabilinu og þeir mikið í beinni í fyrstu verða umferðunum	O O C C O O O O O O O O O O O O F O
1312	Eftir 15 mínútna leik skölluðu Jóhann og Jonas Knudsen varnarmaður Ipswich , saman og þurftu báðir aðhlynningu .	eftir 15 mínútna leik skölluðu jóhann og jonas knudsen varnarmaður ipswich saman og þurftu báðir aðhlynningu	O O O O C O O O O O O O O C O O	eftir 15 mínútna skölluðu leik jóhann og jonas knudsen varnarmaður ipswich saman og þurftu báðir aðhlynningu	O O O F O O O O O O O O O C O O
1313	Þetta kemur fram í svari dómsmálaráðherra við fyrirspurn Björns Levís Gunnarssonar , þingmanns Pírata .	þetta kemur fram í svari dómsmálaráðherra við fyrirspurn björns levís gunnarssonar þingmanns pírata	O C O O O O O O O O O O O	þetta fram í svari kemur dómsmálaráðherra við fyrirspurn björns levís gunnarssonar þingmanns pírata	O O O O F O O O O O O O O
1314	Leikfimidrottningin Anna Eiríksdóttir býður hér upp á fjórar hörkugóðar æfingar sem eru frekar krefjandi .	leikfimidrottningin anna eiríksdóttir býður hér upp á fjórar hörkugóðar æfingar sem eru frekar krefjandi	O O O C O O O O O O O C O O	leikfimidrottningin anna eiríksdóttir býður hér upp á fjórar hörkugóðar æfingar sem frekar krefjandi eru	O O O C O O O O O O O O O F
1315	Hvernig er að fá mann af sömu stærðargráðu og Andreas Granqvist inn í liðið ?	hvernig er að fá mann af sömu stærðargráðu og andreas granqvist inn í liðið	O C O C O O O O O O O O O O	hvernig er að mann af sömu stærðargráðu og andreas granqvist fá inn í liðið	O C O O O O O O O O F O O O
1316	Við munum reyna að keyra þetta áfram eins hratt og vel og hægt er .	við munum reyna að keyra þetta áfram eins hratt og vel og hægt er	O C C O C O O O O O O O O C	við munum reyna að þetta áfram eins hratt og vel keyra og hægt er	O C C O O O O O O O F O O C
1317	Það var sagt berum orðum að [ menntamála ] ráðuneytið mun ekki mæta fjármagnsþörfinni .	það var sagt berum orðum að menntamála ráðuneytið mun ekki mæta fjármagnsþörfinni	O C O O C O O O C O C O	það berum orðum var sagt mæta að menntamála ráðuneytið ekki fjármagnsþörfinni mun	O O O F C F O O O O O F
1318	Þetta eru svo fjölbreytt verkefni sem ég hef verið í og svo skemmtileg .	þetta eru svo fjölbreytt verkefni sem ég hef verið í og svo skemmtileg	O C O O O O O O O O C C O	þetta eru svo fjölbreytt verkefni og svo skemmtileg verið sem ég hef í	O C O O O O O O F O O F O
1319	Fyrir og eftir : Jóhannes tók hæð í Hlíðunum í gegn frá a-ö	fyrir og eftir jóhannes tók hæð í hlíðunum í gegn frá a-ö	O O O O C O O O O O O O	fyrir og eftir jóhannes tók hæð í hlíðunum í gegn frá a-ö	O O O O C O O O O O O O
1320	Gagnaleki hjá McDonalds olli því að eitt best geymda ofurleyndarmál matarsögunnar hefur verið afhjúpað .	gagnaleki hjá mcdonalds olli því að eitt best geymda ofurleyndarmál matarsögunnar hefur verið afhjúpað	O O O C O O O O O O O C C C	gagnaleki hjá mcdonalds olli því afhjúpað að eitt best geymda ofurleyndarmál hefur matarsögunnar verið	O O O C O F O O O O O C O F
1321	Bogi Nils Bogason , forstjóri Icelandair Group , er gestur Jóns G. í kvöld .	bogi nils bogason forstjóri icelandair group er gestur jóns g. í kvöld	O O O O O O C O O O O O	bogi nils bogason forstjóri icelandair group er gestur jóns g. í kvöld	O O O O O O C O O O O O
1322	Á meðan íslenska liðið hefur átt í vandræðum með að skora að undanförnu fékk Frakkland ekki mark á sig í undankeppninni og er ósigrað í ellefu leikjum á árinu .	á meðan íslenska liðið hefur átt í vandræðum með að skora að undanförnu fékk frakkland ekki mark á sig í undankeppninni og er ósigrað í ellefu leikjum á árinu	O O O O C C O O O O C O O C O O O O O O O O C O O O O O O	á meðan íslenska liðið hefur í vandræðum átt með að að undanförnu skora fékk frakkland ekki mark á sig í undankeppninni og er ósigrað í ellefu leikjum á árinu	O O O O C O O F O O O O F C O O O O O O O O C O O O O O O
1323	Ástæðan liggur mun frekar í því að bílkaupendur hafa í æ meira mæli hallað sér að jepplingum og jeppum er kemur að stærri bílum sem tekið geta mikinn farangur .	ástæðan liggur mun frekar í því að bílkaupendur hafa í æ meira mæli hallað sér að jepplingum og jeppum er kemur að stærri bílum sem tekið geta mikinn farangur	O C O O O O O O C O O O O C O O O O O O C O O O O C C O O	ástæðan mun frekar í því liggur að bílkaupendur hallað í æ meira mæli sér að jepplingum og jeppum hafa er kemur að stærri bílum sem tekið geta mikinn farangur	O O O O O F O O F O O O O O O O O O F O C O O O O C C O O
1324	Hvort til stjórnarsamstarfs þessara þriggja flokka kemur að lokum á eftir að koma í ljós en varla kemur þó til þess fyrr en annað hefur verið skoðað mjög alvarlega .	hvort til stjórnarsamstarfs þessara þriggja flokka kemur að lokum á eftir að koma í ljós en varla kemur þó til þess fyrr en annað hefur verið skoðað mjög alvarlega	O O O O O O C O O C O O O C O O O C O O O O O O C C C O O	hvort til stjórnarsamstarfs þessara þriggja flokka að kemur lokum eftir en á að koma í ljós varla kemur þó til þess fyrr hefur verið en annað mjög alvarlega skoðað	O O O O O O O F O O O F O C O O O C O O O O F F O O O O F
1325	Þórdís segir einnig hafa komið á óvart að flestir sögðust hafa séð skiltin , en gerðu engu að síður allt það sem skiltin segja þá eiga ekki að gera .	þórdís segir einnig hafa komið á óvart að flestir sögðust hafa séð skiltin en gerðu engu að síður allt það sem skiltin segja þá eiga ekki að gera	O C O C C O O O O C O C C O C O O O O O O O C O C O O C	þórdís segir einnig hafa komið á óvart sögðust að flestir en séð hafa skiltin gerðu engu að síður allt það sem skiltin segja þá ekki eiga að gera	O C O C C O O F O O O F F O C O O O O O O O C O O F O C
